ID	genbank name	AHRD name
CNAG_07372	6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase	6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 4
CNAG_07373	carbamoyl-phosphate synthase, large subunit	Carbamoyl-phosphate synthase large chain
CNAG_07374	DNA-directed RNA polymerase III subunit RPC5	Unknown protein
CNAG_07375	guanyl-nucleotide exchange factor	Rab5 GDP/GTP exchange factor
CNAG_07376	hypothetical protein	Unknown protein
CNAG_07377	transformation/transcription domain-associated protein	Serine/threonine-protein kinase TEL1
CNAG_07380	hypothetical protein	Unknown protein
CNAG_07381	ATP-dependent RNA helicase prh1	ATP-dependent RNA helicase A
CNAG_07382	hypothetical protein	Unknown protein
CNAG_07386	hypothetical protein	Unknown protein
CNAG_07387	siderophore-iron transporter Str3	Siderophore iron transporter 3
CNAG_07388	hypothetical protein	Unknown protein
CNAG_07389	flavin-containing monooxygenase	Dimethylaniline monooxygenase [N-oxide-forming] 5
CNAG_07390	hypothetical protein	Unknown protein
CNAG_07391	hypothetical protein	Unknown protein
CNAG_07392	hypothetical protein	Unknown protein
CNAG_07393	hypothetical protein	Unknown protein
CNAG_07394	hypothetical protein	Unknown protein
CNAG_07395	hypothetical protein	Unknown protein
CNAG_07396	hypothetical protein	Unknown protein
CNAG_07399	hypothetical protein	Unknown protein
CNAG_07400	aspartate-tRNA(Asn) ligase	Asparagine--tRNA ligase
CNAG_07401	hypothetical protein	Unknown protein
CNAG_07402	pantothenate transporter	Probable glucarate transporter
CNAG_07403	peroxin-1	ATP-dependent zinc metalloprotease FtsH
CNAG_07404	hypothetical protein	Unknown protein
CNAG_07405	hypothetical protein	Unknown protein
CNAG_07406	pheromone alpha	Unknown protein
CNAG_07407	fungal mating-type pheromone	Unknown protein
CNAG_07408	STE/STE20/PAKA protein kinase	Serine/threonine-protein kinase 3
CNAG_07409	DNA-directed RNA polymerase, mitochondrial	DNA-directed RNA polymerase, mitochondrial
CNAG_07410	hypothetical protein	Poly(A) RNA polymerase protein 1
CNAG_07411	histone demethylase JARID1	Lysine-specific demethylase 5C
CNAG_07412	hypothetical protein	Unknown protein
CNAG_07413	nucleolar GTP-binding protein 2	Nucleolar GTP-binding protein 2
CNAG_07414	pantoate-beta-alanine ligase	Pantothenate synthetase
CNAG_07415	hypothetical protein	Unknown protein
CNAG_07416	exosome complex component RRP41	Probable exosome complex exonuclease 1
CNAG_07417	hypothetical protein	Unknown protein
CNAG_07418	defective in Cullin neddylation protein 1	Defective in cullin neddylation protein 1 Defective in cullin neddylation protein 1
CNAG_07419	hypothetical protein	Unknown protein
CNAG_07420	hypothetical protein	Unknown protein
CNAG_07421	hypothetical protein	Unknown protein
CNAG_07422	delayed-type hypersensitivity antigen	Protein priA
CNAG_07423	hypothetical protein	Unknown protein
CNAG_07424	DNA-directed RNA polymerase I, II, and III subunit RPABC4	DNA-directed RNA polymerases I, II, and III subunit RPABC4
CNAG_07425	hypothetical protein	Unknown protein
CNAG_07426	proteasome maturation protein	Unknown protein
CNAG_07427	CK1/CK1/CK1-D protein kinase	Casein kinase I homolog 1
CNAG_07428	hypothetical protein	Unknown protein
CNAG_07429	asparagine-tRNA ligase	Asparagine--tRNA ligase
CNAG_07430	transcription factor binding protein	PHD finger protein 20
CNAG_07431	MATE family multidrug resistance protein	Probable multidrug resistance protein NorM
CNAG_07432	hypothetical protein	Kelch domain-containing protein 10
CNAG_07433	hypothetical protein	Unknown protein
CNAG_07434	HAD hydrolase, family IIID	Ubiquitin-like domain-containing CTD phosphatase 1
CNAG_07435	transcription activator	Nuclear transcription factor Y subunit A-7
CNAG_07436	hypothetical protein	Unknown protein
CNAG_07437	3-keto sterol reductase	3-keto-steroid reductase
CNAG_07438	3-keto sterol reductase	Unknown protein
CNAG_07439	U3 small nucleolar RNA-associated protein 21	WD repeat-containing protein 36
CNAG_07440	nuclear distribution protein PAC1	Nuclear distribution protein PAC1-2
CNAG_07441	hypothetical protein	Unknown protein
CNAG_07442	phosphatidylglycerol/phosphatidylinositol transfer protein	Phosphatidylglycerol/phosphatidylinositol transfer protein
CNAG_07443	hypothetical protein	Unknown protein
CNAG_07444	hypothetical protein	Unknown protein
CNAG_07445	transketolase	1-deoxy-D-xylulose-5-phosphate synthase
CNAG_07446	mitochondrial protein	LYR motif-containing protein 4
CNAG_07447	hypothetical protein	Unknown protein
CNAG_07448	urea transporter	Urea active transporter
CNAG_07449	amino acid transporter	Amino-acid permease 1
CNAG_07450	hypothetical protein	Unknown protein
CNAG_07453	hypothetical protein	THO complex subunit 3
CNAG_07454	hypothetical protein	Unknown protein
CNAG_07455	hypothetical protein	Unknown protein
CNAG_07456	hypothetical protein	Unknown protein
CNAG_07457	hypothetical protein	Unknown protein
CNAG_07458	hypothetical protein	Unknown protein
CNAG_07459	hypothetical protein	Unknown protein
CNAG_07460	heat shock transcription factor	Heat stress transcription factor B-2b
CNAG_07461	hypothetical protein	Unknown protein
CNAG_07462	hypothetical protein	Unknown protein
CNAG_07463	separase	Separin
CNAG_07464	transcription factor	Ankyrin repeat domain-containing protein 1
CNAG_07465	hypothetical protein	DNA-directed RNA polymerase III subunit RPC9
CNAG_07466	U3 small nucleolar RNA-associated protein 7	Probable U3 small nucleolar RNA-associated protein 7
CNAG_07469	nuclear pore complex protein Nup98-Nup96	Nuclear pore complex protein Nup98-Nup96
CNAG_07470	high-affinity phosphodiesterase	cGMP-specific 3',5'-cyclic phosphodiesterase
CNAG_07471	hypothetical protein	Unknown protein
CNAG_07472	hypothetical protein	Unknown protein
CNAG_07473	valine-tRNA ligase	Valine--tRNA ligase
CNAG_07474	AP-2 complex subunit mu-1	AP-2 complex subunit mu
CNAG_07475	hypothetical protein	Unknown protein
CNAG_07476	hypothetical protein	Unknown protein
CNAG_07477	hypothetical protein	Unknown protein
CNAG_07478	hypothetical protein	Unknown protein
CNAG_07479	hypothetical protein	Unknown protein
CNAG_07480	cytochrome b5 reductase	NADH-cytochrome b5 reductase 2
CNAG_07481	hypothetical protein	Unknown protein
CNAG_07482	SCF-associated factor 1	Protein pim1
CNAG_07483	DNA polymerase zeta subunit	DNA polymerase catalytic subunit
CNAG_07485	membrane protein	Uncharacterized membrane protein C3B8.06
CNAG_07486	hypothetical protein	Unknown protein
CNAG_07487	F-type H+-transporting ATPase subunit D	ATP synthase subunit d, mitochondrial
CNAG_07488	hypothetical protein	UPF0674 endoplasmic reticulum membrane protein C2G5.01
CNAG_07489	hypothetical protein	Unknown protein
CNAG_07490	hypothetical protein	Unknown protein
CNAG_07491	glutaredoxin	Glutaredoxin-C8
CNAG_07492	hypothetical protein	Unknown protein
CNAG_07493	hypothetical protein	Unknown protein
CNAG_07494	U3 small nucleolar RNA-associated protein MPP10	U3 small nucleolar ribonucleoprotein protein mpp10
CNAG_07495	hypothetical protein	Unknown protein
CNAG_07496	hypothetical protein	Unknown protein
CNAG_07497	hypothetical protein	Unknown protein
CNAG_07498	hypothetical protein	Protein LURP-one-related 15
CNAG_07499	chitin synthase	Chitin synthase 4
CNAG_07502	CTP synthase	CTP synthase
CNAG_07505	hypothetical protein	Unknown protein
CNAG_07506	transcriptional repressor NF-X1	Transcriptional repressor NF-X1
CNAG_07507	protein kinase regulator	Putative neutrophil cytosol factor 1B
CNAG_07508	hypothetical protein	Unknown protein
CNAG_07509	xaa-Pro aminopeptidase	Probable Xaa-Pro aminopeptidase 3
CNAG_07510	farnesyl-diphosphate farnesyltransferase	Squalene synthase
CNAG_07511	nucleolar protein 15	MKI67 FHA domain-interacting nucleolar phosphoprotein-like
CNAG_07512	hypothetical protein	Unknown protein
CNAG_07513	hypothetical protein	Unknown protein
CNAG_07514	Sec7 domain-containing protein	Brefeldin A-inhibited guanine nucleotide-exchange protein 2
CNAG_07515	hypothetical protein	Unknown protein
CNAG_07516	hypothetical protein	Unknown protein
CNAG_07517	hypothetical protein	Unknown protein
CNAG_07518	ribonuclease P/MRP protein subunit POP5	Probable ribonuclease P/MRP protein subunit POP5
CNAG_07519	hypothetical protein	Siderophore iron transporter 3
CNAG_07520	endopeptidase	Pepsin A
CNAG_07521	hypothetical protein	Unknown protein
CNAG_07522	hypothetical protein	Unknown protein
CNAG_07523	hypothetical protein	Unknown protein
CNAG_07524	AMP deaminase	AMP deaminase
CNAG_07525	hypothetical protein	Unknown protein
CNAG_07526	hypothetical protein	Unknown protein
CNAG_07527	alpha-1,6-mannosyltransferase	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase
CNAG_07528	hypothetical protein	Pogo transposable element with KRAB domain
CNAG_07529	threonine ammonia-lyase, biosynthetic	Threonine dehydratase biosynthetic
CNAG_07530	hypothetical protein	Putative cargo-transport protein ypp1
CNAG_07531	pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	Glutamine amidotransferase subunit PdxT
CNAG_07532	hypothetical protein	Inhibitor of growth protein 4
CNAG_07533	hypothetical protein	Unknown protein
CNAG_07534	hypothetical protein	Trafficking protein particle complex subunit 10
CNAG_07535	small subunit ribosomal protein S16	30S ribosomal protein S16
CNAG_07536	DNA-directed RNA polymerase I subunit RPA43	DNA-directed RNA polymerase I subunit rpa43
CNAG_07537	mitochondrial GTPase 1	Mitochondrial GTPase 1
CNAG_07538	calcium/proton exchanger	Vacuolar cation/proton exchanger 3
CNAG_07539	replication factor C subunit 1	Replication factor C large subunit
CNAG_07540	hypothetical protein	Unknown protein
CNAG_07541	proteasome assembly chaperone 2	Proteasome assembly chaperone 2
CNAG_07542	hypothetical protein	Unknown protein
CNAG_07544	sterol esterase	Carboxylesterase 4A
CNAG_07545	nuclear protein	Uncharacterized transcriptional regulatory protein C530.05
CNAG_07546	peptide chain release factor 1	Peptide chain release factor 1
CNAG_07547	hypothetical protein	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 2
CNAG_07548	cytoplasmic protein	Nuclear distribution protein PAC1-1
CNAG_07549	hypothetical protein	Unknown protein
CNAG_07550	hypothetical protein	DNA cross-link repair 1A protein
CNAG_07551	hypothetical protein	Unknown protein
CNAG_07552	DNA repair protein Rad8	DNA repair protein rad5
CNAG_07553	polycomb protein e(z)	Histone-lysine N-methyltransferase E(z)
CNAG_07554	capsular associated protein	KDEL motif-containing protein 1
CNAG_07555	hypothetical protein	Unknown protein
CNAG_07556	hypothetical protein	Unknown protein
CNAG_07557	ATP-binding cassette transporter	Phosphate import ATP-binding protein PstB
CNAG_07558	hypothetical protein	Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase
CNAG_07559	glucose-6-phosphate 1-epimerase	Putative glucose-6-phosphate 1-epimerase
CNAG_07560	hypothetical protein	Unknown protein
CNAG_07561	6-phosphogluconate dehydrogenase, decarboxylating 1	6-phosphogluconate dehydrogenase, decarboxylating 1
CNAG_07562	hypothetical protein	ARF GTPase-activating protein GIT1
CNAG_07563	glutamate-tRNA ligase	Glutamate--tRNA ligase
CNAG_07564	hypothetical protein	Uncharacterized protein C17H9.06c
CNAG_07565	transcription initiation factor TFIID subunit 9B	Transcription initiation factor TFIID subunit 9
CNAG_07566	hypothetical protein	TBC1 domain family member 4
CNAG_07567	hypothetical protein	Unknown protein
CNAG_07570	prenylated SNARE protein Ykt6p	Synaptobrevin homolog YKT6
CNAG_07571	hypothetical protein	Unknown protein
CNAG_07572	elongator complex protein 3	Probable elongator complex protein 3
CNAG_07573	DNA ligase 4	DNA ligase 4
CNAG_07574	hypothetical protein	Unknown protein
CNAG_07575	hypothetical protein	Unknown protein
CNAG_07576	hypothetical protein	Unknown protein
CNAG_07577	hypothetical protein	Unknown protein
CNAG_07578	hypothetical protein	Unknown protein
CNAG_07579	cytoplasmic protein	Asparagine synthetase domain-containing protein 1
CNAG_07580	CAMK protein kinase	CBL-interacting protein kinase 11
CNAG_07582	dynein light chain roadblock-type	Dynein light chain roadblock-type 2
CNAG_07583	hypothetical protein	TY1 enhancer activator
CNAG_07584	hypothetical protein	Unknown protein
CNAG_07585	hypothetical protein	Unknown protein
CNAG_07586	hypothetical protein	Unknown protein
CNAG_07587	hypothetical protein	Unknown protein
CNAG_07588	hypothetical protein	Unknown protein
CNAG_07589	xylitol dehydrogenase	L-threonine 3-dehydrogenase
CNAG_07590	V-type H+-transporting ATPase subunit C	V-type proton ATPase subunit C
CNAG_07591	mitochondrial metalloendopeptidase OMA1	Mitochondrial metalloendopeptidase OMA1
CNAG_07592	hypothetical protein	Unknown protein
CNAG_07593	hypothetical protein	Unknown protein
CNAG_07594	hypothetical protein	Unknown protein
CNAG_07595	hypothetical protein	Unknown protein
CNAG_07596	hypothetical protein	Unknown protein
CNAG_07597	hypothetical protein	Unknown protein
CNAG_07598	importin-alpha export receptor	Exportin-2
CNAG_07599	DNA mismatch repair protein PMS2	DNA mismatch repair protein MutL
CNAG_07600	beta-glucosidase	Probable beta-glucosidase L
CNAG_07601	hypothetical protein	Unknown protein
CNAG_07604	metalloreductase	Probable ferric reduction oxidase 1
CNAG_07605	hypothetical protein	Unknown protein
CNAG_07607	chaperone regulator	Chaperone protein DnaJ
CNAG_07608	hypothetical protein	Thymocyte nuclear protein 1
CNAG_07609	ATP-dependent RNA helicase DDX51/DBP6	ATP-dependent RNA helicase RhlB
CNAG_07610	hypothetical protein	Unknown protein
CNAG_07611	hypothetical protein	Unknown protein
CNAG_07612	hypothetical protein	Unknown protein
CNAG_07613	hypothetical protein	Unknown protein
CNAG_07618	hypothetical protein	Unknown protein
CNAG_07619	ATP-binding cassette, subfamily G (WHITE), member 2, PDR	ABC transporter G family member 21
CNAG_07620	hypothetical protein	Unknown protein
CNAG_07621	hypothetical protein	Unknown protein
CNAG_07622	COP9 signalosome complex subunit 1	COP9 signalosome complex subunit 1b
CNAG_07624	hypothetical protein	Unknown protein
CNAG_07625	plasma membrane protein	Uncharacterized protein YGR266W
CNAG_07626	NAD-binding Rossmann fold oxidoreductase	Inositol 2-dehydrogenase
CNAG_07627	hypothetical protein	Structural maintenance of chromosomes protein 4
CNAG_07628	translation initiation factor 3 subunit C	Eukaryotic translation initiation factor 3 subunit C
CNAG_07629	endopolyphosphatase	Endopolyphosphatase
CNAG_07630	U3 small nucleolar ribonucleoprotein IMP4	U3 small nucleolar ribonucleoprotein protein imp4
CNAG_07631	hypothetical protein	Protein phosphatase 1 regulatory subunit 3A
CNAG_07633	hypothetical protein	Unknown protein
CNAG_07634	hypothetical protein	Unknown protein
CNAG_07635	kinetochore protein NDC80	Probable kinetochore protein NDC80
CNAG_07636	protoplast regeneration and killer toxin resistance protein	Chitin synthase regulatory factor 3
CNAG_07637	large subunit ribosomal protein L3	50S ribosomal protein L3
CNAG_07638	hypothetical protein	PI-PLC X domain-containing protein
CNAG_07639	triacylglycerol lipase	Lipase 2
CNAG_07640	hypothetical protein	Unknown protein
CNAG_07641	monosaccharide transporter	Solute carrier family 2, facilitated glucose transporter member 1
CNAG_07642	hypothetical protein	Unknown protein
CNAG_07643	hypothetical protein	Unknown protein
CNAG_07644	hypothetical protein	Unknown protein
CNAG_07645	hypothetical protein	Unknown protein
CNAG_07646	hypothetical protein	Unknown protein
CNAG_07647	voltage-gated chloride channel protein	H(+)/Cl(-) exchange transporter 4
CNAG_07648	hypothetical protein	Unknown protein
CNAG_07649	hypothetical protein	Unknown protein
CNAG_07650	hypothetical protein	Unknown protein
CNAG_07651	DEAD-box ATP-dependent RNA helicase 26	ATP-dependent RNA helicase DBP4
CNAG_07652	hypothetical protein	Unknown protein
CNAG_07653	hypothetical protein	Unknown protein
CNAG_07654	hypothetical protein	Unknown protein
CNAG_07655	hypothetical protein	Unknown protein
CNAG_07657	U3 small nucleolar RNA-associated protein 19	Nucleolar complex protein 4
CNAG_07658	hypothetical protein	Unknown protein
CNAG_07659	hypothetical protein	Unknown protein
CNAG_07660	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial
CNAG_07661	hypothetical protein	Unknown protein
CNAG_07662	hypothetical protein	Unknown protein
CNAG_07663	hypothetical protein	Unknown protein
CNAG_07664	mitochondrial protein	Sorting and assembly machinery component 50 homolog B
CNAG_07665	hypothetical protein	Unknown protein
CNAG_07666	hypothetical protein	Pathogenesis-related leaf protein 4
CNAG_07667	HAL protein kinase	Serine/threonine-protein kinase H1 homolog
CNAG_07668	hypothetical protein	Unknown protein
CNAG_07669	sorting nexin-3	Sorting nexin-3 Sorting nexin-3
CNAG_07670	hypothetical protein	Zinc finger SWIM domain-containing protein 7
CNAG_07671	hypothetical protein	Unknown protein
CNAG_07672	hypothetical protein	Unknown protein
CNAG_07673	hypothetical protein	Unknown protein
CNAG_07674	hypothetical protein	Unknown protein
CNAG_07675	neurofibromin 1	Ras GTPase-activating protein 1
CNAG_07676	ATP-dependent RNA helicase DBP2-A	ATP-dependent RNA helicase DED1
