[Gene ID]	[Organism]	[Genomic Location]	[Product Description]	
CNAG_06816	C. neoformans var. grubii H99	CneoH99_Chr05: 182,210 - 183,502 (-)	FCY1 	
CNAG_06817	C. neoformans var. grubii H99	CneoH99_Chr05: 178,989 - 181,172 (-)	UAP1 	
CNAG_06818	C. neoformans var. grubii H99	CneoH99_Chr05: 175,332 - 178,286 (+)	163.m06383p 	
CNAG_06819	C. neoformans var. grubii H99	CneoH99_Chr05: 162,939 - 169,207 (-)	Inoc1 protein 	
CNAG_06820	C. neoformans var. grubii H99	CneoH99_Chr05: 161,715 - 162,863 (+)	conserved hypothetical protein 	
CNAG_06821	C. neoformans var. grubii H99	CneoH99_Chr05: 158,300 - 160,673 (-)	ferric reductase transmembrane component 4 	
CNAG_06822	C. neoformans var. grubii H99	CneoH99_Chr05: 154,814 - 157,915 (-)	conserved hypothetical protein 	
CNAG_06823	C. neoformans var. grubii H99	CneoH99_Chr05: 153,687 - 154,415 (+)	conserved hypothetical protein 	
CNAG_06824	C. neoformans var. grubii H99	CneoH99_Chr05: 151,236 - 153,083 (+)	ebi 	
CNAG_06825	C. neoformans var. grubii H99	CneoH99_Chr05: 148,644 - 150,362 (-)	conserved hypothetical protein 	
CNAG_06826	C. neoformans var. grubii H99	CneoH99_Chr05: 146,447 - 148,300 (+)	conserved hypothetical protein 	
CNAG_06827	C. neoformans var. grubii H99	CneoH99_Chr05: 144,531 - 145,735 (+)	conserved hypothetical protein 	
CNAG_06828	C. neoformans var. grubii H99	CneoH99_Chr05: 140,322 - 143,209 (+)	vacuolar amino acid transporter 3 	
CNAG_06829	C. neoformans var. grubii H99	CneoH99_Chr05: 137,191 - 139,170 (-)	squalene monooxygenase 	
CNAG_06830	C. neoformans var. grubii H99	CneoH99_Chr05: 134,250 - 136,989 (-)	histidinol dehydrogenase 	
CNAG_06831	C. neoformans var. grubii H99	CneoH99_Chr05: 132,300 - 133,751 (+)	predicted protein 	
CNAG_06832	C. neoformans var. grubii H99	CneoH99_Chr05: 128,556 - 131,058 (+)	glucosidase 	
CNAG_06833	C. neoformans var. grubii H99	CneoH99_Chr05: 126,530 - 127,742 (+)	predicted protein 	
CNAG_06834	C. neoformans var. grubii H99	CneoH99_Chr05: 122,591 - 125,839 (-)	dolichyl-phosphate-mannose-protein mannosyltransferase 	
CNAG_06835	C. neoformans var. grubii H99	CneoH99_Chr05: 119,502 - 122,377 (+)	glucosidase 	
CNAG_06836	C. neoformans var. grubii H99	CneoH99_Chr05: 115,847 - 117,615 (-)	oxidoreductase 	
CNAG_06837	C. neoformans var. grubii H99	CneoH99_Chr05: 113,000 - 115,513 (+)	PH domain-containing protein 	
CNAG_06838	C. neoformans var. grubii H99	CneoH99_Chr05: 109,815 - 112,461 (+)	mitochondrial RNA helicase 	
CNAG_06839	C. neoformans var. grubii H99	CneoH99_Chr05: 108,416 - 109,594 (-)	phosphatidyl-N-methylethanolamine N-methyltransferase 	
CNAG_06840	C. neoformans var. grubii H99	CneoH99_Chr05: 103,140 - 106,213 (-)	translation elongation factor 2 	
CNAG_06843	C. neoformans var. grubii H99	CneoH99_Chr05: 92,773 - 94,111 (+)	predicted protein 	
CNAG_06844	C. neoformans var. grubii H99	CneoH99_Chr05: 92,004 - 92,580 (+)	predicted protein 	
CNAG_06845	C. neoformans var. grubii H99	CneoH99_Chr05: 86,262 - 91,908 (+)	STE-group protein kinase 	
CNAG_06846	C. neoformans var. grubii H99	CneoH99_Chr05: 84,959 - 85,723 (-)	conserved hypothetical protein 	
CNAG_06847	C. neoformans var. grubii H99	CneoH99_Chr05: 80,349 - 81,691 (-)	ribosomal protein S28e 	
CNAG_06848	C. neoformans var. grubii H99	CneoH99_Chr05: 80,079 - 80,300 (+)	predicted protein 	
CNAG_06849	C. neoformans var. grubii H99	CneoH99_Chr05: 77,880 - 79,456 (+)	saccharopine dehydrogenase 	
CNAG_06852	C. neoformans var. grubii H99	CneoH99_Chr05: 71,897 - 73,587 (+)	conserved hypothetical protein 	
CNAG_06853	C. neoformans var. grubii H99	CneoH99_Chr05: 69,630 - 71,073 (+)	hypothetical protein 	
CNAG_06854	C. neoformans var. grubii H99	CneoH99_Chr05: 68,110 - 68,938 (-)	predicted protein 	
CNAG_06860	C. neoformans var. grubii H99	CneoH99_Chr05: 50,071 - 55,422 (+)	nuclear protein 	
CNAG_06861	C. neoformans var. grubii H99	CneoH99_Chr05: 46,159 - 49,752 (-)	TAF15 	
CNAG_06862	C. neoformans var. grubii H99	CneoH99_Chr05: 43,409 - 45,797 (+)	vacuolar protein 	
CNAG_06863	C. neoformans var. grubii H99	CneoH99_Chr05: 40,787 - 41,672 (-)	conserved hypothetical protein 	
CNAG_06864	C. neoformans var. grubii H99	CneoH99_Chr05: 37,876 - 40,641 (+)	conserved hypothetical protein 	
CNAG_06865	C. neoformans var. grubii H99	CneoH99_Chr05: 36,241 - 37,705 (-)	conserved hypothetical protein 	
CNAG_06866	C. neoformans var. grubii H99	CneoH99_Chr05: 35,549 - 36,168 (+)	conserved hypothetical protein 	
CNAG_06867	C. neoformans var. grubii H99	CneoH99_Chr05: 32,391 - 35,070 (+)	conserved hypothetical protein 	
CNAG_06868	C. neoformans var. grubii H99	CneoH99_Chr05: 29,970 - 32,039 (-)	enolase 1 	
CNAG_06869	C. neoformans var. grubii H99	CneoH99_Chr05: 27,696 - 29,485 (+)	HPP family protein 	
CNAG_06870	C. neoformans var. grubii H99	CneoH99_Chr05: 24,690 - 26,284 (-)	DUF1445 domain-containing protein 	
CNAG_06871	C. neoformans var. grubii H99	CneoH99_Chr05: 21,439 - 24,609 (+)	conserved hypothetical protein 	
CNAG_06872	C. neoformans var. grubii H99	CneoH99_Chr05: 16,951 - 19,517 (+)	5-oxoprolinase 	
CNAG_06873	C. neoformans var. grubii H99	CneoH99_Chr05: 14,497 - 16,618 (-)	5-oxoprolinase 	
CNAG_06874	C. neoformans var. grubii H99	CneoH99_Chr05: 11,829 - 12,746 (-)	HpcH/HpaI aldolase/citrate lyase family protein 	
CNAG_06875	C. neoformans var. grubii H99	CneoH99_Chr05: 9,133 - 10,906 (+)	allantoate permease 	
CNAG_06876	C. neoformans var. grubii H99	CneoH99_Chr05: 7,245 - 8,614 (-)	alpha-ketoglutarate-dependent taurine dioxygenase 	
CNAG_06877	C. neoformans var. grubii H99	CneoH99_Chr05: 6,685 - 7,004 (+)	conserved hypothetical protein 	
CNAG_06879	C. neoformans var. grubii H99	CneoH99_Chr03: 1,410,103 - 1,410,764 (-)	conserved hypothetical protein 	
CNAG_06880	C. neoformans var. grubii H99	CneoH99_Chr03: 1,411,128 - 1,411,982 (-)	mitochondrial protein 	
CNAG_06881	C. neoformans var. grubii H99	CneoH99_Chr03: 1,412,227 - 1,413,220 (+)	shwachman-Bodian-Diamond syndrome 	
CNAG_06882	C. neoformans var. grubii H99	CneoH99_Chr03: 1,413,437 - 1,413,901 (-)	conserved hypothetical protein 	
CNAG_06884	C. neoformans var. grubii H99	CneoH99_Chr03: 1,417,341 - 1,418,973 (-)	conserved hypothetical protein 	
CNAG_06887	C. neoformans var. grubii H99	CneoH99_Chr03: 1,426,784 - 1,427,207 (-)	conserved hypothetical protein 	
CNAG_06888	C. neoformans var. grubii H99	CneoH99_Chr03: 1,427,375 - 1,431,045 (+)	cytoplasmic protein 	
CNAG_06889	C. neoformans var. grubii H99	CneoH99_Chr03: 1,431,545 - 1,433,428 (-)	sodium-hydrogen antiporter 	
CNAG_06890	C. neoformans var. grubii H99	CneoH99_Chr03: 1,434,628 - 1,437,056 (-)	membrane transporter 	
CNAG_06891	C. neoformans var. grubii H99	CneoH99_Chr03: 1,439,204 - 1,440,114 (-)	conserved hypothetical protein 	
CNAG_06892	C. neoformans var. grubii H99	CneoH99_Chr03: 1,440,410 - 1,442,097 (+)	preconditioning-inducible gene 1 protein 	
CNAG_06893	C. neoformans var. grubii H99	CneoH99_Chr03: 1,442,238 - 1,443,480 (+)	conserved hypothetical protein 	
CNAG_06894	C. neoformans var. grubii H99	CneoH99_Chr03: 1,443,822 - 1,444,264 (-)	conserved hypothetical protein 	
CNAG_06895	C. neoformans var. grubii H99	CneoH99_Chr03: 1,444,887 - 1,445,696 (-)	conserved hypothetical protein 	
CNAG_06896	C. neoformans var. grubii H99	CneoH99_Chr03: 1,446,737 - 1,449,052 (-)	cytoplasmic protein 	
CNAG_06897	C. neoformans var. grubii H99	CneoH99_Chr03: 1,450,056 - 1,451,978 (-)	conserved hypothetical protein 	
CNAG_06898	C. neoformans var. grubii H99	CneoH99_Chr03: 1,457,603 - 1,459,333 (-)	chitin synthase export chaperone 	
CNAG_06899	C. neoformans var. grubii H99	CneoH99_Chr03: 1,459,530 - 1,460,967 (+)	Rpn7-PA 	
CNAG_06900	C. neoformans var. grubii H99	CneoH99_Chr03: 1,461,160 - 1,463,196 (+)	phosphoglycerate mutase 	
CNAG_06901	C. neoformans var. grubii H99	CneoH99_Chr03: 1,463,390 - 1,465,198 (+)	UDP-N-acetylglucosamine-dolichyl 	
CNAG_06902	C. neoformans var. grubii H99	CneoH99_Chr03: 1,466,473 - 1,472,000 (+)	conserved hypothetical protein 	
CNAG_06903	C. neoformans var. grubii H99	CneoH99_Chr03: 1,472,484 - 1,475,579 (+)	mRNA decapping complex subunit Dcp2 	
CNAG_06904	C. neoformans var. grubii H99	CneoH99_Chr03: 1,476,080 - 1,479,982 (-)	conserved hypothetical protein 	
CNAG_06905	C. neoformans var. grubii H99	CneoH99_Chr03: 1,481,060 - 1,483,183 (+)	cytoplasmic protein 	
CNAG_06906	C. neoformans var. grubii H99	CneoH99_Chr03: 1,482,374 - 1,484,477 (-)	RNA-binding protein sce3 	
CNAG_06907	C. neoformans var. grubii H99	CneoH99_Chr03: 1,485,567 - 1,487,300 (+)	conserved hypothetical protein 	
CNAG_06908	C. neoformans var. grubii H99	CneoH99_Chr03: 1,487,471 - 1,489,033 (-)	pyridoxine biosynthesis protein 	
CNAG_06909	C. neoformans var. grubii H99	CneoH99_Chr03: 1,490,169 - 1,492,155 (-)	ABC transporter family protein 	
CNAG_06910	C. neoformans var. grubii H99	CneoH99_Chr03: 1,493,211 - 1,494,315 (-)	beta-lactamase domain-containing protein 	
CNAG_06911	C. neoformans var. grubii H99	CneoH99_Chr03: 1,494,806 - 1,495,794 (+)	predicted protein 	
CNAG_06912	C. neoformans var. grubii H99	CneoH99_Chr03: 1,496,574 - 1,497,350 (-)	conserved hypothetical protein 	
CNAG_06913	C. neoformans var. grubii H99	CneoH99_Chr03: 1,498,135 - 1,499,580 (+)	L-serine ammonia-lyase 	
CNAG_06914	C. neoformans var. grubii H99	CneoH99_Chr03: 1,499,253 - 1,501,724 (-)	tubulin gamma chain 	
CNAG_06915	C. neoformans var. grubii H99	CneoH99_Chr03: 1,503,465 - 1,504,466 (+)	conserved hypothetical protein 	
CNAG_06916	C. neoformans var. grubii H99	CneoH99_Chr03: 1,504,730 - 1,507,978 (-)	conserved hypothetical protein 	
CNAG_06917	C. neoformans var. grubii H99	CneoH99_Chr03: 1,508,782 - 1,510,032 (+)	thiol-specific antioxidant protein 3 	
CNAG_06918	C. neoformans var. grubii H99	CneoH99_Chr03: 1,510,782 - 1,512,399 (+)	conserved hypothetical protein 	
CNAG_06919	C. neoformans var. grubii H99	CneoH99_Chr03: 1,512,646 - 1,514,117 (-)	methyltransferase 	
CNAG_06920	C. neoformans var. grubii H99	CneoH99_Chr03: 1,514,377 - 1,518,019 (+)	ubiquitin-specific protease 	
CNAG_06921	C. neoformans var. grubii H99	CneoH99_Chr03: 1,518,903 - 1,521,597 (-)	conserved hypothetical protein 	
CNAG_06922	C. neoformans var. grubii H99	CneoH99_Chr03: 1,523,306 - 1,525,620 (+)	anon-23da protein 	
CNAG_06923	C. neoformans var. grubii H99	CneoH99_Chr03: 1,527,123 - 1,529,963 (+)	phosphoketolase 	
CNAG_06924	C. neoformans var. grubii H99	CneoH99_Chr03: 1,530,170 - 1,532,026 (-)	beta-fructofuranosidase 	
CNAG_06925	C. neoformans var. grubii H99	CneoH99_Chr03: 1,533,629 - 1,535,587 (+)	arsenite transporter 	
CNAG_06926	C. neoformans var. grubii H99	CneoH99_Chr03: 1,535,940 - 1,539,122 (-)	conserved hypothetical protein 	
CNAG_06927	C. neoformans var. grubii H99	CneoH99_Chr03: 1,540,111 - 1,542,239 (-)	peptidyl-prolyl cis-trans isomerase 	
CNAG_06928	C. neoformans var. grubii H99	CneoH99_Chr03: 1,542,773 - 1,546,689 (-)	conserved hypothetical protein 	
CNAG_06929	C. neoformans var. grubii H99	CneoH99_Chr03: 1,547,282 - 1,550,105 (-)	ras GTPase-activating protein 	
CNAG_06930	C. neoformans var. grubii H99	CneoH99_Chr03: 1,551,213 - 1,551,785 (-)	hypothetical protein 	
CNAG_06931	C. neoformans var. grubii H99	CneoH99_Chr03: 1,553,308 - 1,556,158 (-)	beta-glucosidase 	
CNAG_06932	C. neoformans var. grubii H99	CneoH99_Chr03: 1,556,866 - 1,558,762 (+)	sugar transporter 	
CNAG_06934	C. neoformans var. grubii H99	CneoH99_Chr03: 1,562,223 - 1,564,413 (-)	hexose transporter protein 	
CNAG_06935	C. neoformans var. grubii H99	CneoH99_Chr03: 1,566,524 - 1,567,137 (-)	isochorismatase hydrolase 	
CNAG_06936	C. neoformans var. grubii H99	CneoH99_Chr03: 1,568,423 - 1,571,892 (-)	beta-glucosidase 	
CNAG_06938	C. neoformans var. grubii H99	CneoH99_Chr12: 4,923 - 5,354 (-)	conserved hypothetical protein 	
CNAG_06939	C. neoformans var. grubii H99	CneoH99_Chr12: 204 - 2,141 (-)	conserved hypothetical protein 	
CNAG_06942	C. neoformans var. grubii H99	CneoH99_Chr08: 1,386,191 - 1,388,325 (-)	nicotinamide mononucleotide permease 	
CNAG_06943	C. neoformans var. grubii H99	CneoH99_Chr08: 1,390,800 - 1,392,626 (+)	conserved hypothetical protein 	
CNAG_06944	C. neoformans var. grubii H99	CneoH99_Chr08: 4,033 - 6,312 (-)	conserved hypothetical protein 	
CNAG_06946	C. neoformans var. grubii H99	CneoH99_Chr05: 768,314 - 769,756 (+)	GAMM1 protein 	
CNAG_06947	C. neoformans var. grubii H99	CneoH99_Chr05: 769,828 - 772,261 (-)	conserved hypothetical protein 	
CNAG_06948	C. neoformans var. grubii H99	CneoH99_Chr05: 772,656 - 774,422 (+)	bystin-family protein 	
CNAG_06949	C. neoformans var. grubii H99	CneoH99_Chr05: 774,859 - 775,837 (+)	hypothetical protein 	
CNAG_06953	C. neoformans var. grubii H99	CneoH99_Chr09: 1,173,012 - 1,174,479 (+)	conserved hypothetical protein 	
CNAG_06954	C. neoformans var. grubii H99	CneoH99_Chr09: 1,175,586 - 1,179,489 (+)	conserved hypothetical protein 	
CNAG_06955	C. neoformans var. grubii H99	CneoH99_Chr11: 1,549,079 - 1,550,124 (+)	conserved hypothetical protein 	
CNAG_06956	C. neoformans var. grubii H99	CneoH99_Chr11: 1,551,444 - 1,552,844 (+)	conserved hypothetical protein 	
CNAG_06957	C. neoformans var. grubii H99	CneoH99_Chr11: 1,553,229 - 1,554,949 (+)	conserved hypothetical protein 	
CNAG_06958	C. neoformans var. grubii H99	CneoH99_Chr11: 1,556,056 - 1,559,959 (+)	conserved hypothetical protein 	
CNAG_06962	C. neoformans var. grubii H99	CneoH99_Chr03: 33,863 - 35,487 (-)	conserved hypothetical protein 	
CNAG_06963	C. neoformans var. grubii H99	CneoH99_Chr03: 29,042 - 31,344 (-)	sugar transporter 	
CNAG_06966	C. neoformans var. grubii H99	CneoH99_Chr08: 1,378,146 - 1,379,405 (-)	conserved hypothetical protein 	
CNAG_06967	C. neoformans var. grubii H99	CneoH99_Chr08: 1,380,400 - 1,383,114 (-)	phytase 	
CNAG_06968	C. neoformans var. grubii H99	CneoH99_Chr08: 1,383,482 - 1,384,024 (-)	hypothetical protein 	
CNAG_06969	C. neoformans var. grubii H99	CneoH99_Chr08: 1,384,372 - 1,385,365 (+)	conserved hypothetical protein 	
CNAG_06971	C. neoformans var. grubii H99	CneoH99_Chr05: 224,303 - 230,161 (+)	MYO2 	
CNAG_06973	C. neoformans var. grubii H99	CneoH99_Chr03: 21,138 - 22,348 (+)	conserved hypothetical protein 	
CNAG_06976	C. neoformans var. grubii H99	CneoH99_Chr08: 1,364,624 - 1,366,333 (-)	ferric-chelate reductase 	
CNAG_06977	C. neoformans var. grubii H99	CneoH99_Chr08: 1,366,722 - 1,368,262 (-)	L-arabinitol 4-dehydrogenase 	
CNAG_06978	C. neoformans var. grubii H99	CneoH99_Chr08: 1,368,713 - 1,369,711 (+)	cytoplasmic protein 	
CNAG_06980	C. neoformans var. grubii H99	CneoH99_Chr05: 233,558 - 237,873 (+)	STE/STE11 protein kinase 	
CNAG_06983	C. neoformans var. grubii H99	CneoH99_Chr03: 14,575 - 17,864 (+)	conserved hypothetical protein 	
CNAG_06984	C. neoformans var. grubii H99	CneoH99_Chr03: 11,932 - 14,157 (-)	conserved hypothetical protein 	
CNAG_06985	C. neoformans var. grubii H99	CneoH99_Chr12: 764,383 - 768,109 (-)	beta-glucosidase 	
CNAG_06986	C. neoformans var. grubii H99	CneoH99_Chr12: 768,794 - 770,996 (+)	sugar transporter 	
CNAG_06993	C. neoformans var. grubii H99	CneoH99_Chr08: 1,370,189 - 1,371,405 (-)	conserved hypothetical protein 	
CNAG_06994	C. neoformans var. grubii H99	CneoH99_Chr08: 1,373,395 - 1,375,235 (-)	DUF821 domain-containing protein 	
CNAG_06997	C. neoformans var. grubii H99	CneoH99_Chr09: 1,146,880 - 1,149,711 (-)	tRNA dihydrouridine synthase 	
CNAG_06998	C. neoformans var. grubii H99	CneoH99_Chr09: 1,149,933 - 1,151,779 (+)	protein transporter 	
CNAG_06999	C. neoformans var. grubii H99	CneoH99_Chr09: 1,152,594 - 1,153,859 (+)	conserved hypothetical protein 	
CNAG_07000	C. neoformans var. grubii H99	CneoH99_Chr09: 1,156,757 - 1,157,389 (-)	conserved hypothetical protein 	
CNAG_07002	C. neoformans var. grubii H99	CneoH99_Chr09: 1,163,090 - 1,165,532 (+)	conserved hypothetical protein 	
CNAG_07004	C. neoformans var. grubii H99	CneoH99_Chr05: 245,721 - 247,865 (-)	LPD1 	
CNAG_07005	C. neoformans var. grubii H99	CneoH99_Chr05: 242,936 - 245,680 (+)	BSP2 	
CNAG_07008	C. neoformans var. grubii H99	CneoH99_Chr12: 756,670 - 757,346 (-)	predicted protein 	
CNAG_07009	C. neoformans var. grubii H99	CneoH99_Chr12: 757,763 - 759,595 (+)	conserved hypothetical protein 	
CNAG_07011	C. neoformans var. grubii H99	CneoH99_Chr12: 762,209 - 764,308 (+)	conserved hypothetical protein 	
CNAG_07015	C. neoformans var. grubii H99	CneoH99_Chr05: 252,101 - 255,269 (-)	GEF1 	
CNAG_07020	C. neoformans var. grubii H99	CneoH99_Chr09: 1,142,403 - 1,144,123 (-)	conserved hypothetical protein 	
CNAG_07022	C. neoformans var. grubii H99	CneoH99_Chr11: 3,630 - 5,205 (-)	conserved hypothetical protein 	
CNAG_07026	C. neoformans var. grubii H99	CneoH99_Chr12: 7,207 - 7,876 (-)	conserved hypothetical protein 	
CNAG_07027	C. neoformans var. grubii H99	CneoH99_Chr01: 593,866 - 595,294 (+)	conserved hypothetical protein 	
CNAG_07028	C. neoformans var. grubii H99	CneoH99_Chr01: 591,654 - 592,976 (-)	multidrug resistance protein 	
CNAG_07029	C. neoformans var. grubii H99	CneoH99_Chr01: 590,548 - 591,627 (+)	vesicle-associated membrane protein 712 	
CNAG_07030	C. neoformans var. grubii H99	CneoH99_Chr01: 588,972 - 590,306 (-)	conserved hypothetical protein 	
CNAG_07032	C. neoformans var. grubii H99	CneoH99_Chr14: 48,722 - 49,938 (-)	conserved hypothetical protein 	
CNAG_07033	C. neoformans var. grubii H99	CneoH99_Chr14: 50,267 - 51,964 (+)	conserved hypothetical protein 	
CNAG_07041	C. neoformans var. grubii H99	CneoH99_Chr13: 748,184 - 749,022 (+)	conserved hypothetical protein 	
CNAG_07042	C. neoformans var. grubii H99	CneoH99_Chr13: 751,564 - 751,850 (-)	conserved hypothetical protein 	
CNAG_07043	C. neoformans var. grubii H99	CneoH99_Chr13: 753,303 - 754,322 (+)	conserved hypothetical protein 	
CNAG_07076	C. neoformans var. grubii H99	CneoH99_Chr02: 792,240 - 793,010 (+)	predicted protein 	
CNAG_07093	C. neoformans var. grubii H99	CneoH99_Chr05: 416,745 - 417,434 (+)	predicted protein 	
CNAG_07108	C. neoformans var. grubii H99	CneoH99_Chr03: 1,192,668 - 1,197,144 (+)	TIP120-family protein TIP120B 	
CNAG_07114	C. neoformans var. grubii H99	CneoH99_Chr01: 727,036 - 728,268 (-)	hypothetical protein 	
CNAG_07124	C. neoformans var. grubii H99	CneoH99_Chr07: 153,994 - 154,523 (-)	predicted protein 	
CNAG_07162	C. neoformans var. grubii H99	CneoH99_Chr03: 1,146,207 - 1,147,901 (+)	DNA replication origin binding protein 	
CNAG_07163	C. neoformans var. grubii H99	CneoH99_Chr06: 742,926 - 744,452 (-)	inner membrane protein OXA1-like 	
CNAG_07164	C. neoformans var. grubii H99	CneoH99_Chr06: 740,602 - 742,663 (-)	Aim25p 	
CNAG_07176	C. neoformans var. grubii H99	CneoH99_Chr07: 473,916 - 474,788 (+)	conserved hypothetical protein 	
CNAG_07177	C. neoformans var. grubii H99	CneoH99_Chr07: 472,538 - 473,797 (+)	NADH-ubiquinone oxidoreductase kDa subunit 	
CNAG_07188	C. neoformans var. grubii H99	CneoH99_Chr07: 1,310,169 - 1,315,531 (-)	conserved hypothetical protein 	
CNAG_07203	C. neoformans var. grubii H99	CneoH99_Chr02: 724,757 - 725,387 (+)	conserved hypothetical protein 	
CNAG_07253	C. neoformans var. grubii H99	CneoH99_Chr01: 896,521 - 897,216 (-)	conserved hypothetical protein 	
CNAG_07276	C. neoformans var. grubii H99	CneoH99_Chr04: 1,078,797 - 1,079,543 (+)	conserved hypothetical protein 	
CNAG_07303	C. neoformans var. grubii H99	CneoH99_Chr01: 6,209 - 7,769 (-)	conserved hypothetical protein 	
CNAG_07304	C. neoformans var. grubii H99	CneoH99_Chr01: 8,766 - 9,174 (-)	conserved hypothetical protein 	
CNAG_07305	C. neoformans var. grubii H99	CneoH99_Chr01: 11,548 - 12,891 (-)	conserved hypothetical protein 	
CNAG_07306	C. neoformans var. grubii H99	CneoH99_Chr01: 99,984 - 100,396 (+)	predicted protein 	
CNAG_07307	C. neoformans var. grubii H99	CneoH99_Chr01: 110,921 - 112,468 (+)	hypothetical protein 	
CNAG_07308	C. neoformans var. grubii H99	CneoH99_Chr01: 126,495 - 128,567 (-)	conserved hypothetical protein 	
CNAG_07309	C. neoformans var. grubii H99	CneoH99_Chr01: 282,137 - 283,788 (-)	pelota 	
CNAG_07310	C. neoformans var. grubii H99	CneoH99_Chr01: 283,990 - 285,123 (+)	conserved hypothetical protein 	
CNAG_07311	C. neoformans var. grubii H99	CneoH99_Chr01: 306,812 - 308,717 (-)	transcription regulator 	
CNAG_07312	C. neoformans var. grubii H99	CneoH99_Chr01: 309,264 - 312,058 (+)	conserved hypothetical protein 	
CNAG_07313	C. neoformans var. grubii H99	CneoH99_Chr01: 340,609 - 341,549 (+)	hypothetical protein 	
CNAG_07314	C. neoformans var. grubii H99	CneoH99_Chr01: 457,310 - 459,243 (-)	conserved hypothetical protein 	
CNAG_07315	C. neoformans var. grubii H99	CneoH99_Chr01: 459,911 - 462,731 (-)	conserved hypothetical protein 	
CNAG_07316	C. neoformans var. grubii H99	CneoH99_Chr01: 533,230 - 535,476 (-)	alcohol dehydrogenase 	
CNAG_07317	C. neoformans var. grubii H99	CneoH99_Chr01: 535,813 - 537,340 (-)	conserved hypothetical protein 	
CNAG_07318	C. neoformans var. grubii H99	CneoH99_Chr01: 537,793 - 540,983 (+)	gamma-adaptin 	
CNAG_07319	C. neoformans var. grubii H99	CneoH99_Chr01: 541,273 - 542,086 (-)	conserved hypothetical protein 	
